Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2015Q4,,S08000020,,N101H,,Transfers,,2,,690,4501,6.523188406,,0,0, ,z
2016Q1,,S08000020,,N101H,,Transfers,,2,,703,4135,5.881934566,,0,0, ,z
2016Q2,,S08000020,,N101H,,Transfers,,2,,637,4054,6.364207221,,0,0, ,z
2016Q3,,S08000020,,N101H,,Transfers,,2,,646,4409,6.825077399,,0,0, ,z
2016Q4,,S08000020,,N101H,,Transfers,,2,,682,4581,6.717008798,,0,0, ,z
2017Q1,,S08000020,,N101H,,Transfers,,2,,683,4293,6.285505124,,0,0, ,z
2017Q2,,S08000020,,N101H,,Transfers,,2,,670,4531,6.762686567,,0,0, ,z
2017Q3,,S08000020,,N101H,,Transfers,,2,,610,3846,6.304918033,,0,0, ,z
2017Q4,,S08000020,,N101H,,Transfers,,2,,703,4189,5.958748222,,0,0, ,z
2018Q1,,S08000020,,N101H,,Transfers,,2,,586,3960,6.757679181,,0,0, ,z
2018Q2,,S08000020,,N101H,,Transfers,,2,,638,3522,5.520376176,,0,0, ,z
2018Q3,,S08000020,,N101H,,Transfers,,2,,629,3834,6.095389507,,0,0, ,z
2018Q4,,S08000020,,N101H,,Transfers,,2,,567,3463,6.107583774,,0,0, ,z
2019Q1,,S08000020,,N101H,,Transfers,,2,,629,4044,6.429252782,,0,0, ,z
2019Q2,,S08000020,,N101H,,Transfers,,2,,577,3917,6.788561525,,0,0, ,z
2019Q3,,S08000020,,N101H,,Transfers,,2,,524,3192,6.091603053,,0,0, ,z
2019Q4,,S08000020,,N101H,,Transfers,,2,,536,3673,6.85261194,,0,0, ,z
2020Q1,,S08000020,,N101H,,Transfers,,2,,524,3902,7.446564885,,0,0, ,z
2020Q2,,S08000020,,N101H,,Transfers,,2,,752,3676,4.888297872,,0,0, ,z
2020Q3,p,S08000020,,N101H,,Transfers,,2,,472,2977,6.30720339,,0,0, ,z
2015Q3,,S08000020,,N101H,,Transfers,,3,,617,4095,6.636952998,,0,0, ,z
2015Q4,,S08000020,,N101H,,Transfers,,3,,807,4885,6.053283767,,0,0, ,z
2016Q1,,S08000020,,N101H,,Transfers,,3,,767,5190,6.766623207,,0,0, ,z
2016Q2,,S08000020,,N101H,,Transfers,,3,,741,4646,6.269905533,,0,0, ,z
2016Q3,,S08000020,,N101H,,Transfers,,3,,662,4300,6.495468278,,0,0, ,z
2016Q4,,S08000020,,N101H,,Transfers,,3,,757,4616,6.097754293,,0,0, ,z
2017Q1,,S08000020,,N101H,,Transfers,,3,,810,5212,6.434567901,,0,0, ,z
2017Q2,,S08000020,,N101H,,Transfers,,3,,693,4521,6.523809524,,0,0, ,z
2017Q3,,S08000020,,N101H,,Transfers,,3,,704,4475,6.356534091,,0,0, ,z
2017Q4,,S08000020,,N101H,,Transfers,,3,,737,4378,5.940298507,,0,0, ,z
2018Q1,,S08000020,,N101H,,Transfers,,3,,680,5125,7.536764706,,0,0, ,z
2018Q2,,S08000020,,N101H,,Transfers,,3,,735,5088,6.92244898,,0,0, ,z
2018Q3,,S08000020,,N101H,,Transfers,,3,,756,4560,6.031746032,,0,0, ,z
2018Q4,,S08000020,,N101H,,Transfers,,3,,619,3937,6.360258481,,0,0, ,z
2019Q1,,S08000020,,N101H,,Transfers,,3,,551,3577,6.491833031,,0,0, ,z
2019Q2,,S08000020,,N101H,,Transfers,,3,,617,4147,6.721231767,,0,0, ,z
2019Q3,,S08000020,,N101H,,Transfers,,3,,633,4093,6.466034755,,0,0, ,z
2019Q4,,S08000020,,N101H,,Transfers,,3,,693,4391,6.336219336,,0,0, ,z
2020Q1,,S08000020,,N101H,,Transfers,,3,,672,4914,7.3125,,0,0, ,z
2020Q2,,S08000020,,N101H,,Transfers,,3,,753,3806,5.054448871,,0,0, ,z
2020Q3,p,S08000020,,N101H,,Transfers,,3,,560,3341,5.966071429,,0,0, ,z
2015Q3,,S08000020,,N101H,,Transfers,,4,,862,5088,5.902552204,,0,0, ,z
2015Q4,,S08000020,,N101H,,Transfers,,4,,993,5857,5.898288016,,0,0, ,z
2016Q1,,S08000020,,N101H,,Transfers,,4,,1050,6446,6.139047619,,0,0, ,z
2016Q2,,S08000020,,N101H,,Transfers,,4,,1087,6048,5.563937443,,0,0, ,z
2016Q3,,S08000020,,N101H,,Transfers,,4,,961,5948,6.189386056,,0,0, ,z
2016Q4,,S08000020,,N101H,,Transfers,,4,,924,5561,6.018398268,,0,0, ,z
2017Q1,,S08000020,,N101H,,Transfers,,4,,933,5769,6.183279743,,0,0, ,z
2017Q2,,S08000020,,N101H,,Transfers,,4,,842,5186,6.159144893,,0,0, ,z
2017Q3,,S08000020,,N101H,,Transfers,,4,,803,4430,5.516811955,,0,0, ,z
2017Q4,,S08000020,,N101H,,Transfers,,4,,887,5779,6.515219842,,0,0, ,z
2018Q1,,S08000020,,N101H,,Transfers,,4,,803,5095,6.344956413,,0,0, ,z
2018Q2,,S08000020,,N101H,,Transfers,,4,,836,4838,5.78708134,,0,0, ,z
2018Q3,,S08000020,,N101H,,Transfers,,4,,912,5134,5.629385965,,0,0, ,z
2018Q4,,S08000020,,N101H,,Transfers,,4,,836,5356,6.406698565,,0,0, ,z
2019Q1,,S08000020,,N101H,,Transfers,,4,,824,4707,5.712378641,,0,0, ,z
2019Q2,,S08000020,,N101H,,Transfers,,4,,773,4455,5.763260026,,0,0, ,z
2019Q3,,S08000020,,N101H,,Transfers,,4,,772,5115,6.625647668,,0,0, ,z
2019Q4,,S08000020,,N101H,,Transfers,,4,,781,5274,6.752880922,,0,0, ,z
2020Q1,,S08000020,,N101H,,Transfers,,4,,775,5537,7.144516129,,0,0, ,z
2020Q2,,S08000020,,N101H,,Transfers,,4,,917,4763,5.194111232,,0,0, ,z
2020Q3,p,S08000020,,N101H,,Transfers,,4,,677,3933,5.809453471,,0,0, ,z
2015Q3,,S08000020,,N101H,,Transfers,,5,,811,5574,6.872996301,,0,0, ,z
2015Q4,,S08000020,,N101H,,Transfers,,5,,1018,6014,5.907662083,,0,0, ,z
2016Q1,,S08000020,,N101H,,Transfers,,5,,882,5480,6.213151927,,0,0, ,z
2016Q2,,S08000020,,N101H,,Transfers,,5,,988,5882,5.953441296,,0,0, ,z
2016Q3,,S08000020,,N101H,,Transfers,,5,,816,5903,7.234068627,,0,0, ,z
2016Q4,,S08000020,,N101H,,Transfers,,5,,883,5775,6.540203851,,0,0, ,z
2017Q1,,S08000020,,N101H,,Transfers,,5,,690,4910,7.115942029,,0,0, ,z
2017Q2,,S08000020,,N101H,,Transfers,,5,,698,4346,6.226361032,,0,0, ,z
2017Q3,,S08000020,,N101H,,Transfers,,5,,680,4298,6.320588235,,0,0, ,z
2017Q4,,S08000020,,N101H,,Transfers,,5,,692,4276,6.179190751,,0,0, ,z
2018Q1,,S08000020,,N101H,,Transfers,,5,,638,4135,6.481191223,,0,0, ,z
2018Q2,,S08000020,,N101H,,Transfers,,5,,721,4591,6.367545076,,0,0, ,z
2018Q3,,S08000020,,N101H,,Transfers,,5,,681,3637,5.340675477,,0,0, ,z
2018Q4,,S08000020,,N101H,,Transfers,,5,,669,4337,6.482810164,,0,0, ,z
2019Q1,,S08000020,,N101H,,Transfers,,5,,653,4600,7.044410413,,0,0, ,z
2019Q2,,S08000020,,N101H,,Transfers,,5,,646,4312,6.674922601,,0,0, ,z
2019Q3,,S08000020,,N101H,,Transfers,,5,,625,3818,6.1088,,0,0, ,z
2019Q4,,S08000020,,N101H,,Transfers,,5,,656,4526,6.899390244,,0,0, ,z
2020Q1,,S08000020,,N101H,,Transfers,,5,,708,5096,7.197740113,,0,0, ,z
2020Q2,,S08000020,,N101H,,Transfers,,5,,785,3866,4.924840764,,0,0, ,z
2020Q3,p,S08000020,,N101H,,Transfers,,5,,476,2717,5.707983193,,0,0, ,z
2015Q3,,S08000020,,N101H,,Transfers,, ,:,43,241,5.604651163,,0,0, ,z
2015Q4,,S08000020,,N101H,,Transfers,, ,:,30,134,4.466666667,,0,0, ,z
2016Q1,,S08000020,,N101H,,Transfers,, ,:,30,144,4.8,,0,0, ,z
2016Q2,,S08000020,,N101H,,Transfers,, ,:,31,135,4.35483871,,0,0, ,z
2016Q3,,S08000020,,N101H,,Transfers,, ,:,51,258,5.058823529,,0,0, ,z
2016Q4,,S08000020,,N101H,,Transfers,, ,:,20,109,5.45,,0,0, ,z
2017Q1,,S08000020,,N101H,,Transfers,, ,:,22,115,5.227272727,,0,0, ,z
2017Q2,,S08000020,,N101H,,Transfers,, ,:,41,177,4.317073171,,0,0, ,z
2017Q3,,S08000020,,N101H,,Transfers,, ,:,31,176,5.677419355,,0,0, ,z
2017Q4,,S08000020,,N101H,,Transfers,, ,:,15,70,4.666666667,,0,0, ,z
2018Q1,,S08000020,,N101H,,Transfers,, ,:,20,99,4.95,,0,0, ,z
2018Q2,,S08000020,,N101H,,Transfers,, ,:,20,94,4.7,,0,0, ,z
2018Q3,,S08000020,,N101H,,Transfers,, ,:,45,216,4.8,,0,0, ,z
2018Q4,,S08000020,,N101H,,Transfers,, ,:,15,85,5.666666667,,0,0, ,z
2019Q1,,S08000020,,N101H,,Transfers,, ,:,20,105,5.25,,0,0, ,z
2019Q2,,S08000020,,N101H,,Transfers,, ,:,31,123,3.967741935,,0,0, ,z
2019Q3,,S08000020,,N101H,,Transfers,, ,:,31,227,7.322580645,,0,0, ,z
2019Q4,,S08000020,,N101H,,Transfers,, ,:,15,74,4.933333333,,0,0, ,z
2020Q1,,S08000020,,N101H,,Transfers,, ,:,10,40,4,,0,0, ,z
2020Q2,,S08000020,,N101H,,Transfers,, ,:,20,99,4.95,,0,0, ,z
2020Q3,p,S08000020,,N101H,,Transfers,, ,:,15,72,4.8,,0,0, ,z
2015Q3,,S08000020,,N411H,,Transfers,,1,,10,25,2.5,,0,0, ,z
2015Q4,,S08000020,,N411H,,Transfers,,1,,5,24,4.8,,0,0, ,z
2016Q1,,S08000020,,N411H,,Transfers,,1,,5,75,15,,0,0, ,z
2016Q2,,S08000020,,N411H,,Transfers,,1,,10,92,9.2,,0,0, ,z
2016Q3,,S08000020,,N411H,,Transfers,,1,,5,17,3.4,,0,0, ,z
2016Q4,,S08000020,,N411H,,Transfers,,1,,15,53,3.533333333,,0,0, ,z
2017Q1,,S08000020,,N411H,,Transfers,,1,,17,99,5.823529412,,0,0, ,z
2017Q2,,S08000020,,N411H,,Transfers,,1,,29,110,3.793103448,,0,0, ,z
2017Q3,,S08000020,,N411H,,Transfers,,1,,25,94,3.76,,0,0, ,z
2017Q4,,S08000020,,N411H,,Transfers,,1,,35,108,3.085714286,,0,0, ,z
2018Q1,,S08000020,,N411H,,Transfers,,1,,27,208,7.703703704,,0,0, ,z
2018Q2,,S08000020,,N411H,,Transfers,,1,,25,186,7.44,,0,0, ,z
2018Q3,,S08000020,,N411H,,Transfers,,1,,28,122,4.357142857,,0,0, ,z
2018Q4,,S08000020,,N411H,,Transfers,,1,,20,83,4.15,,0,0, ,z
2019Q1,,S08000020,,N411H,,Transfers,,1,,25,129,5.16,,0,0, ,z
2019Q2,,S08000020,,N411H,,Transfers,,1,,15,72,4.8,,0,0, ,z
2019Q3,,S08000020,,N411H,,Transfers,,1,,30,156,5.2,,0,0, ,z
2019Q4,,S08000020,,N411H,,Transfers,,1,,35,192,5.485714286,,0,0, ,z
2020Q1,,S08000020,,N411H,,Transfers,,1,,20,137,6.85,,0,0, ,z
2020Q2,,S08000020,,N411H,,Transfers,,1,,14,25,1.785714286,,0,0, ,z
2020Q3,p,S08000020,,N411H,,Transfers,,1,,17,76,4.470588235,,0,0, ,z
2015Q3,,S08000020,,N411H,,Transfers,,2,,90,575,6.388888889,,0,0, ,z
2015Q4,,S08000020,,N411H,,Transfers,,2,,103,659,6.398058252,,0,0, ,z
2016Q1,,S08000020,,N411H,,Transfers,,2,,105,611,5.819047619,,0,0, ,z
2016Q2,,S08000020,,N411H,,Transfers,,2,,104,689,6.625,,0,0, ,z
2016Q3,,S08000020,,N411H,,Transfers,,2,,113,907,8.026548673,,0,0, ,z
2016Q4,,S08000020,,N411H,,Transfers,,2,,107,614,5.738317757,,0,0, ,z
2017Q1,,S08000020,,N411H,,Transfers,,2,,113,797,7.053097345,,0,0, ,z
2017Q2,,S08000020,,N411H,,Transfers,,2,,119,714,6,,0,0, ,z
2017Q3,,S08000020,,N411H,,Transfers,,2,,124,681,5.491935484,,0,0, ,z
2017Q4,,S08000020,,N411H,,Transfers,,2,,125,748,5.984,,0,0, ,z
2018Q1,,S08000020,,N411H,,Transfers,,2,,113,516,4.566371681,,0,0, ,z
2018Q2,,S08000020,,N411H,,Transfers,,2,,124,611,4.927419355,,0,0, ,z
2018Q3,,S08000020,,N411H,,Transfers,,2,,137,664,4.846715328,,0,0, ,z
2018Q4,,S08000020,,N411H,,Transfers,,2,,113,590,5.221238938,,0,0, ,z
2019Q1,,S08000020,,N411H,,Transfers,,2,,116,493,4.25,,0,0, ,z
2019Q2,,S08000020,,N411H,,Transfers,,2,,122,659,5.401639344,,0,0, ,z
2019Q3,,S08000020,,N411H,,Transfers,,2,,135,574,4.251851852,,0,0, ,z
2019Q4,,S08000020,,N411H,,Transfers,,2,,113,585,5.17699115,,0,0, ,z
2020Q1,,S08000020,,N411H,,Transfers,,2,,106,717,6.764150943,,0,0, ,z
2020Q2,,S08000020,,N411H,,Transfers,,2,,97,370,3.81443299,,0,0, ,z
2020Q3,p,S08000020,,N411H,,Transfers,,2,,97,476,4.907216495,,0,0, ,z
2015Q3,,S08000020,,N411H,,Transfers,,3,,134,823,6.141791045,,0,0, ,z
2015Q4,,S08000020,,N411H,,Transfers,,3,,148,1183,7.993243243,,0,0, ,z
2016Q1,,S08000020,,N411H,,Transfers,,3,,192,1329,6.921875,,0,0, ,z
2016Q2,,S08000020,,N411H,,Transfers,,3,,176,1250,7.102272727,,0,0, ,z
2016Q3,,S08000020,,N411H,,Transfers,,3,,211,1312,6.218009479,,0,0, ,z
2016Q4,,S08000020,,N411H,,Transfers,,3,,215,1356,6.306976744,,0,0, ,z
2017Q1,,S08000020,,N411H,,Transfers,,3,,188,1319,7.015957447,,0,0, ,z
2017Q2,,S08000020,,N411H,,Transfers,,3,,207,1356,6.550724638,,0,0, ,z
2017Q3,,S08000020,,N411H,,Transfers,,3,,234,1756,7.504273504,,0,0, ,z
2017Q4,,S08000020,,N411H,,Transfers,,3,,254,1477,5.81496063,,0,0, ,z
2018Q1,,S08000020,,N411H,,Transfers,,3,,201,1311,6.52238806,,0,0, ,z
2018Q2,,S08000020,,N411H,,Transfers,,3,,276,1441,5.221014493,,0,0, ,z
2018Q3,,S08000020,,N411H,,Transfers,,3,,207,1047,5.057971014,,0,0, ,z
2018Q4,,S08000020,,N411H,,Transfers,,3,,284,1439,5.066901408,,0,0, ,z
2019Q1,,S08000020,,N411H,,Transfers,,3,,217,975,4.493087558,,0,0, ,z
2019Q2,,S08000020,,N411H,,Transfers,,3,,248,1112,4.483870968,,0,0, ,z
2019Q3,,S08000020,,N411H,,Transfers,,3,,239,1256,5.255230126,,0,0, ,z
2019Q4,,S08000020,,N411H,,Transfers,,3,,210,1090,5.19047619,,0,0, ,z
2020Q1,,S08000020,,N411H,,Transfers,,3,,227,1342,5.911894273,,0,0, ,z
2020Q2,,S08000020,,N411H,,Transfers,,3,,157,915,5.828025478,,0,0, ,z
2020Q3,p,S08000020,,N411H,,Transfers,,3,,193,970,5.025906736,,0,0, ,z
2015Q3,,S08000020,,N411H,,Transfers,,4,,168,1106,6.583333333,,0,0, ,z
2015Q4,,S08000020,,N411H,,Transfers,,4,,175,1044,5.965714286,,0,0, ,z
2016Q1,,S08000020,,N411H,,Transfers,,4,,215,1597,7.427906977,,0,0, ,z
2016Q2,,S08000020,,N411H,,Transfers,,4,,249,1644,6.602409639,,0,0, ,z
2016Q3,,S08000020,,N411H,,Transfers,,4,,233,1430,6.137339056,,0,0, ,z
2016Q4,,S08000020,,N411H,,Transfers,,4,,194,1219,6.283505155,,0,0, ,z
2017Q1,,S08000020,,N411H,,Transfers,,4,,175,1339,7.651428571,,0,0, ,z
2017Q2,,S08000020,,N411H,,Transfers,,4,,184,1296,7.043478261,,0,0, ,z
2017Q3,,S08000020,,N411H,,Transfers,,4,,234,1240,5.299145299,,0,0, ,z
2017Q4,,S08000020,,N411H,,Transfers,,4,,222,1109,4.995495495,,0,0, ,z
2018Q1,,S08000020,,N411H,,Transfers,,4,,233,1488,6.386266094,,0,0, ,z
2018Q2,,S08000020,,N411H,,Transfers,,4,,239,1305,5.460251046,,0,0, ,z
2018Q3,,S08000020,,N411H,,Transfers,,4,,233,1106,4.746781116,,0,0, ,z
2018Q4,,S08000020,,N411H,,Transfers,,4,,237,1058,4.464135021,,0,0, ,z
2019Q1,,S08000020,,N411H,,Transfers,,4,,207,943,4.555555556,,0,0, ,z
2019Q2,,S08000020,,N411H,,Transfers,,4,,172,801,4.656976744,,0,0, ,z
2019Q3,,S08000020,,N411H,,Transfers,,4,,222,888,4,,0,0, ,z
2019Q4,,S08000020,,N411H,,Transfers,,4,,218,1105,5.068807339,,0,0, ,z
2020Q1,,S08000020,,N411H,,Transfers,,4,,177,1410,7.966101695,,0,0, ,z
2020Q2,,S08000020,,N411H,,Transfers,,4,,144,774,5.375,,0,0, ,z
2020Q3,p,S08000020,,N411H,,Transfers,,4,,166,715,4.307228916,,0,0, ,z
2015Q3,,S08000020,,N411H,,Transfers,,5,,82,465,5.670731707,,0,0, ,z
2015Q4,,S08000020,,N411H,,Transfers,,5,,65,384,5.907692308,,0,0, ,z
2016Q1,,S08000020,,N411H,,Transfers,,5,,64,541,8.453125,,0,0, ,z
2016Q2,,S08000020,,N411H,,Transfers,,5,,78,644,8.256410256,,0,0, ,z
2016Q3,,S08000020,,N411H,,Transfers,,5,,77,563,7.311688312,,0,0, ,z
2016Q4,,S08000020,,N411H,,Transfers,,5,,76,317,4.171052632,,0,0, ,z
2017Q1,,S08000020,,N411H,,Transfers,,5,,69,551,7.985507246,,0,0, ,z
2017Q2,,S08000020,,N411H,,Transfers,,5,,47,425,9.042553191,,0,0, ,z
2017Q3,,S08000020,,N411H,,Transfers,,5,,57,258,4.526315789,,0,0, ,z
2017Q4,,S08000020,,N411H,,Transfers,,5,,69,363,5.260869565,,0,0, ,z
2018Q1,,S08000020,,N411H,,Transfers,,5,,92,613,6.663043478,,0,0, ,z
2018Q2,,S08000020,,N411H,,Transfers,,5,,74,534,7.216216216,,0,0, ,z
2018Q3,,S08000020,,N411H,,Transfers,,5,,76,535,7.039473684,,0,0, ,z
2018Q4,,S08000020,,N411H,,Transfers,,5,,87,586,6.735632184,,0,0, ,z
2019Q1,,S08000020,,N411H,,Transfers,,5,,71,386,5.436619718,,0,0, ,z
2019Q2,,S08000020,,N411H,,Transfers,,5,,62,438,7.064516129,,0,0, ,z
2019Q3,,S08000020,,N411H,,Transfers,,5,,73,326,4.465753425,,0,0, ,z
2019Q4,,S08000020,,N411H,,Transfers,,5,,68,321,4.720588235,,0,0, ,z
2020Q1,,S08000020,,N411H,,Transfers,,5,,60,410,6.833333333,,0,0, ,z
2020Q2,,S08000020,,N411H,,Transfers,,5,,45,134,2.977777778,,0,0, ,z
2020Q3,p,S08000020,,N411H,,Transfers,,5,,58,232,4,,0,0, ,z
2015Q3,,S08000020,,N411H,,Transfers,, ,:,5,35,7,,0,0, ,z
2015Q4,,S08000020,,N411H,,Transfers,, ,:,0,54, ,z,0,0, ,z
2016Q2,,S08000020,,N411H,,Transfers,, ,:,5,13,2.6,,0,0, ,z
2016Q3,,S08000020,,N411H,,Transfers,, ,:,5,25,5,,0,0, ,z
2016Q4,,S08000020,,N411H,,Transfers,, ,:,5,25,5,,0,0, ,z
2017Q1,,S08000020,,N411H,,Transfers,, ,:,5,10,2,,0,0, ,z
2017Q2,,S08000020,,N411H,,Transfers,, ,:,5,20,4,,0,0, ,z
2017Q3,,S08000020,,N411H,,Transfers,, ,:,0,20, ,z,0,0, ,z
2017Q4,,S08000020,,N411H,,Transfers,, ,:,0,0, ,z,0,0, ,z
2018Q1,,S08000020,,N411H,,Transfers,, ,:,5,40,8,,0,0, ,z
2018Q2,,S08000020,,N411H,,Transfers,, ,:,5,15,3,,0,0, ,z
2018Q3,,S08000020,,N411H,,Transfers,, ,:,5,10,2,,0,0, ,z
2018Q4,,S08000020,,N411H,,Transfers,, ,:,0,10, ,z,0,0, ,z
2019Q1,,S08000020,,N411H,,Transfers,, ,:,0,0, ,z,0,0, ,z
2019Q2,,S08000020,,N411H,,Transfers,, ,:,0,5, ,z,0,0, ,z
2019Q3,,S08000020,,N411H,,Transfers,, ,:,5,25,5,,0,0, ,z
2019Q4,,S08000020,,N411H,,Transfers,, ,:,5,10,2,,0,0, ,z
2020Q1,,S08000020,,N411H,,Transfers,, ,:,0,0, ,z,0,0, ,z
2020Q3,p,S08000020,,N411H,,Transfers,, ,:,5,19,3.8,,0,0, ,z
2015Q3,,S08000020,,S08000020,d,Transfers,,1,,258,2996,11.6124031,,0,0, ,z
2015Q4,,S08000020,,S08000020,d,Transfers,,1,,289,2679,9.269896194,,0,0, ,z
2016Q1,,S08000020,,S08000020,d,Transfers,,1,,275,2937,10.68,,0,0, ,z
2016Q2,,S08000020,,S08000020,d,Transfers,,1,,285,2892,10.14736842,,0,0, ,z
2016Q3,,S08000020,,S08000020,d,Transfers,,1,,280,2710,9.678571429,,0,0, ,z
2016Q4,,S08000020,,S08000020,d,Transfers,,1,,299,2405,8.043478261,,0,0, ,z
2017Q1,,S08000020,,S08000020,d,Transfers,,1,,397,4710,11.86397985,,0,0, ,z
2017Q2,,S08000020,,S08000020,d,Transfers,,1,,430,4239,9.858139535,,0,0, ,z
2017Q3,,S08000020,,S08000020,d,Transfers,,1,,381,3796,9.963254593,,0,0, ,z
2017Q4,,S08000020,,S08000020,d,Transfers,,1,,400,4129,10.3225,,0,0, ,z
2018Q1,,S08000020,,S08000020,d,Transfers,,1,,365,3777,10.34794521,,0,0, ,z
2018Q2,,S08000020,,S08000020,d,Transfers,,1,,355,3334,9.391549296,,0,0, ,z
2018Q3,,S08000020,,S08000020,d,Transfers,,1,,376,3319,8.82712766,,0,0, ,z
2018Q4,,S08000020,,S08000020,d,Transfers,,1,,309,2686,8.692556634,,0,0, ,z
2019Q1,,S08000020,,S08000020,d,Transfers,,1,,351,3549,10.11111111,,0,0, ,z
2019Q2,,S08000020,,S08000020,d,Transfers,,1,,275,3569,12.97818182,,0,0, ,z
2019Q3,,S08000020,,S08000020,d,Transfers,,1,,306,3672,12,,0,0, ,z
2019Q4,,S08000020,,S08000020,d,Transfers,,1,,300,3435,11.45,,0,0, ,z
2020Q1,,S08000020,,S08000020,d,Transfers,,1,,299,3450,11.53846154,,0,0, ,z
2020Q2,,S08000020,,S08000020,d,Transfers,,1,,437,2729,6.244851259,,0,0, ,z
2020Q3,p,S08000020,,S08000020,d,Transfers,,1,,351,2830,8.062678063,,0,0, ,z
2015Q3,,S08000020,,S08000020,d,Transfers,,2,,863,8789,10.18424102,,0,0, ,z
2015Q4,,S08000020,,S08000020,d,Transfers,,2,,952,9793,10.28676471,,0,0, ,z
2016Q1,,S08000020,,S08000020,d,Transfers,,2,,954,9428,9.882599581,,0,0, ,z
2016Q2,,S08000020,,S08000020,d,Transfers,,2,,872,7951,9.118119266,,0,0, ,z
2016Q3,,S08000020,,S08000020,d,Transfers,,2,,873,8923,10.22107675,,0,0, ,z
2016Q4,,S08000020,,S08000020,d,Transfers,,2,,915,7459,8.151912568,,0,0, ,z
2017Q1,,S08000020,,S08000020,d,Transfers,,2,,913,7516,8.232201533,,0,0, ,z
2017Q2,,S08000020,,S08000020,d,Transfers,,2,,902,8412,9.32594235,,0,0, ,z
2017Q3,,S08000020,,S08000020,d,Transfers,,2,,841,7332,8.718192628,,0,0, ,z
2017Q4,,S08000020,,S08000020,d,Transfers,,2,,946,8067,8.527484144,,0,0, ,z
2018Q1,,S08000020,,S08000020,d,Transfers,,2,,815,8039,9.863803681,,0,0, ,z
2018Q2,,S08000020,,S08000020,d,Transfers,,2,,883,8161,9.242355606,,0,0, ,z
2018Q3,,S08000020,,S08000020,d,Transfers,,2,,893,7592,8.501679731,,0,0, ,z
2018Q4,,S08000020,,S08000020,d,Transfers,,2,,814,7803,9.585995086,,0,0, ,z
2019Q1,,S08000020,,S08000020,d,Transfers,,2,,853,7788,9.130128957,,0,0, ,z
2019Q2,,S08000020,,S08000020,d,Transfers,,2,,794,7013,8.832493703,,0,0, ,z
2019Q3,,S08000020,,S08000020,d,Transfers,,2,,767,6976,9.09517601,,0,0, ,z
2019Q4,,S08000020,,S08000020,d,Transfers,,2,,737,6990,9.484396201,,0,0, ,z
2020Q1,,S08000020,,S08000020,d,Transfers,,2,,769,8130,10.57217165,,0,0, ,z
2020Q2,,S08000020,,S08000020,d,Transfers,,2,,1018,6255,6.144400786,,0,0, ,z
2020Q3,p,S08000020,,S08000020,d,Transfers,,2,,698,5545,7.944126074,,0,0, ,z
2015Q3,,S08000020,,S08000020,d,Transfers,,3,,892,7488,8.394618834,,0,0, ,z
2015Q4,,S08000020,,S08000020,d,Transfers,,3,,1060,8448,7.969811321,,0,0, ,z
2016Q1,,S08000020,,S08000020,d,Transfers,,3,,1069,9290,8.690364827,,0,0, ,z
2016Q2,,S08000020,,S08000020,d,Transfers,,3,,1039,8609,8.285851781,,0,0, ,z
2016Q3,,S08000020,,S08000020,d,Transfers,,3,,995,8553,8.595979899,,0,0, ,z
2016Q4,,S08000020,,S08000020,d,Transfers,,3,,1092,8809,8.066849817,,0,0, ,z
2017Q1,,S08000020,,S08000020,d,Transfers,,3,,1126,9650,8.570159858,,0,0, ,z
2017Q2,,S08000020,,S08000020,d,Transfers,,3,,990,8541,8.627272727,,0,0, ,z
2017Q3,,S08000020,,S08000020,d,Transfers,,3,,1034,8931,8.637330754,,0,0, ,z
2017Q4,,S08000020,,S08000020,d,Transfers,,3,,1101,8390,7.620345141,,0,0, ,z
2018Q1,,S08000020,,S08000020,d,Transfers,,3,,1008,8860,8.78968254,,0,0, ,z
2018Q2,,S08000020,,S08000020,d,Transfers,,3,,1129,8952,7.929140833,,0,0, ,z
2018Q3,,S08000020,,S08000020,d,Transfers,,3,,1049,7096,6.764537655,,0,0, ,z
2018Q4,,S08000020,,S08000020,d,Transfers,,3,,995,7338,7.374874372,,0,0, ,z
2019Q1,,S08000020,,S08000020,d,Transfers,,3,,848,6525,7.694575472,,0,0, ,z
2019Q2,,S08000020,,S08000020,d,Transfers,,3,,961,7817,8.134235172,,0,0, ,z
2019Q3,,S08000020,,S08000020,d,Transfers,,3,,960,7929,8.259375,,0,0, ,z
2019Q4,,S08000020,,S08000020,d,Transfers,,3,,1037,7897,7.615236258,,0,0, ,z
2020Q1,,S08000020,,S08000020,d,Transfers,,3,,1017,9271,9.116027532,,0,0, ,z
2020Q2,,S08000020,,S08000020,d,Transfers,,3,,1099,6716,6.111010009,,0,0, ,z
2020Q3,p,S08000020,,S08000020,d,Transfers,,3,,921,6441,6.993485342,,0,0, ,z
2015Q3,,S08000020,,S08000020,d,Transfers,,4,,1152,9449,8.202256944,,0,0, ,z
2015Q4,,S08000020,,S08000020,d,Transfers,,4,,1305,9351,7.165517241,,0,0, ,z
2016Q1,,S08000020,,S08000020,d,Transfers,,4,,1436,11015,7.670612813,,0,0, ,z
2016Q2,,S08000020,,S08000020,d,Transfers,,4,,1476,10557,7.152439024,,0,0, ,z
